Etichette di riga;Cella;Cella (Evaporatore);Freezer;Freezer  (Condensatore);Totale complessivo
2019-07-01T04:40:03+02:00;-14.06;-24.7;NaN;;-38.76
2019-07-01T04:50:01+02:00;NaN;;-18.35;32.5;14.15
2019-07-01T04:50:02+02:00;-14.06;-24.7;NaN;;-38.76
2019-07-01T05:00:02+02:00;NaN;;-16.57;31.91;15.34
2019-07-01T05:00:03+02:00;-14.05;-24.66;NaN;;-38.71
2019-07-01T05:10:03+02:00;-14.07;-24.67;-18.15;31.99;-24.9
2019-07-01T05:20:01+02:00;-14.08;-24.69;-16.68;31.44;-24.01
2019-07-01T05:30:01+02:00;-14.03;-24.62;-18;31.74;-24.91
2019-07-01T05:40:02+02:00;NaN;;-16.77;31.57;14.8
2019-07-01T05:40:03+02:00;-14.02;-24.65;NaN;;-38.67
2019-07-01T05:50:01+02:00;-14.07;-24.71;NaN;;-38.78
2019-07-01T05:50:02+02:00;NaN;;-17.97;31.7;13.73
2019-07-01T06:00:01+02:00;NaN;;-16.71;31.39;14.68
2019-07-01T06:00:03+02:00;-14.06;-24.66;NaN;;-38.72
2019-07-01T06:10:03+02:00;-14.09;-24.74;-18;31.24;-25.59
2019-07-01T06:20:02+02:00;-14.07;-24.66;-16.56;30.49;-24.8
2019-07-01T06:30:01+02:00;NaN;;-15.05;29.18;14.13
2019-07-01T06:30:02+02:00;-14.04;-24.64;NaN;;-38.68
2019-07-01T06:40:02+02:00;-13.91;-24.36;-11.79;34.61;-15.45
2019-07-01T06:50:01+02:00;-12.83;-16.57;-17.85;34.98;-12.27
2019-07-01T07:00:04+02:00;-10.07;-19.32;-16.71;32.15;-13.95
2019-07-01T07:10:01+02:00;-13.26;-24.18;NaN;;-37.44
2019-07-01T07:10:02+02:00;NaN;;-18.05;33.85;15.8
2019-07-01T07:20:01+02:00;-13.76;-24.69;-16.33;31.86;-22.92
2019-07-01T07:30:02+02:00;-13.89;-24.65;-18.4;33.99;-22.95
2019-07-01T07:40:01+02:00;-13.92;-24.64;NaN;;-38.56
2019-07-01T07:40:02+02:00;NaN;;-16.16;31.92;15.76
2019-07-01T07:50:02+02:00;-13.88;-24.55;-18.48;33.37;-23.54
2019-07-01T08:00:02+02:00;NaN;;-16.21;31.83;15.62
2019-07-01T08:00:03+02:00;-13.85;-24.47;NaN;;-38.32
2019-07-01T08:10:03+02:00;-13.83;-24.42;NaN;;-38.25
2019-07-01T08:10:04+02:00;NaN;;-18.51;33.75;15.24
2019-07-01T08:20:01+02:00;-13.8;-24.34;-16.32;32.31;-22.15
2019-07-01T08:30:01+02:00;-13.78;-24.3;-18.4;33.3;-23.18
2019-07-01T08:40:02+02:00;-13.7;-24.28;-16.29;32.2;-22.07
2019-07-01T08:50:02+02:00;-13.73;-24.27;-18.42;33.53;-22.89
2019-07-01T09:00:02+02:00;NaN;;-16.31;32.83;16.52
2019-07-01T09:00:03+02:00;-13.75;-24.26;NaN;;-38.01
2019-07-01T09:10:01+02:00;-13.7;-24.24;NaN;;-37.94
2019-07-01T09:10:02+02:00;NaN;;-18.41;33.9;15.49
2019-07-01T09:20:02+02:00;-13.7;-24.15;-16.02;32.11;-21.76
2019-07-01T09:30:04+02:00;-13.67;-24.17;NaN;;-37.84
2019-07-01T09:30:05+02:00;NaN;;-13.99;32.31;18.32
2019-07-01T09:40:01+02:00;-13.67;-24.16;-12.04;37.05;-12.82
2019-07-01T09:50:01+02:00;-13.66;-24.16;NaN;;-37.82
2019-07-01T09:50:02+02:00;NaN;;-18.1;36.6;18.5
2019-07-01T10:00:01+02:00;-13.58;-24.12;NaN;;-37.7
2019-07-01T10:00:03+02:00;NaN;;-16.52;34.51;17.99
2019-07-01T10:10:03+02:00;-13.56;-24.05;-18.31;35.83;-20.09
2019-07-01T10:20:01+02:00;-13.54;-24;-16.32;33.99;-19.87
2019-07-01T10:30:03+02:00;-13.52;-24.01;-18.32;35;-20.85
2019-07-01T10:40:03+02:00;-13.53;-23.99;-16.57;34.44;-19.65
2019-07-01T10:50:01+02:00;-13.48;-23.95;-18.04;34.56;-20.91
2019-07-01T11:00:01+02:00;-12.6;-16.91;NaN;;-29.51
2019-07-01T11:00:02+02:00;NaN;;-16.83;34.35;17.52
2019-07-01T11:10:03+02:00;-9.45;-17.57;-17.77;33.96;-10.83
2019-07-01T11:20:01+02:00;-12.6;-23.36;-17;34.36;-18.6
2019-07-01T11:30:02+02:00;-13.27;-23.99;-17.61;33.65;-21.22
2019-07-01T11:40:02+02:00;-13.4;-24.14;-17.22;34.53;-20.23
2019-07-01T11:50:02+02:00;-13.37;-24.04;-17.34;33.65;-21.1
2019-07-01T12:00:02+02:00;-13.39;-24.04;NaN;;-37.43
2019-07-01T12:00:03+02:00;NaN;;-17.42;34.98;17.56
2019-07-01T12:10:02+02:00;-13.45;-23.99;-17.2;33.49;-21.15
2019-07-01T12:20:01+02:00;-13.41;-23.91;NaN;;-37.32
2019-07-01T12:20:02+02:00;NaN;;-17.64;35.07;17.43
2019-07-01T12:30:01+02:00;-13.41;-23.9;NaN;;-37.31
2019-07-01T12:30:02+02:00;NaN;;-15.13;31.02;15.89
2019-07-01T12:40:03+02:00;-13.43;-23.92;-10.99;37.55;-10.79
2019-07-01T12:50:02+02:00;-13.42;-23.86;-16.31;37.55;-16.04
2019-07-01T13:00:03+02:00;-13.42;-23.82;-17.64;35.7;-19.18
2019-07-01T13:10:03+02:00;-13.4;-23.84;-17.22;35.83;-18.63
2019-07-01T13:20:01+02:00;-13.4;-23.85;-17.06;34.48;-19.83
2019-07-01T13:30:03+02:00;-13.38;-23.8;-17.8;36.07;-18.91
2019-07-01T13:40:01+02:00;NaN;;-16.45;34.02;17.57
2019-07-01T13:40:02+02:00;-13.39;-23.8;NaN;;-37.19
2019-07-01T13:50:03+02:00;-13.27;-23.79;-18.24;35.98;-19.32
2019-07-01T14:00:02+02:00;-13.33;-23.74;NaN;;-37.07
2019-07-01T14:00:03+02:00;NaN;;-16.26;34.04;17.78
2019-07-01T14:10:01+02:00;-13.28;-23.75;-18.44;36.06;-19.41
2019-07-01T14:20:01+02:00;-13.26;-23.68;-16.21;34.08;-19.07
2019-07-01T14:30:03+02:00;-13.22;-23.68;-18.48;35.55;-19.83
2019-07-01T14:40:02+02:00;-13.2;-23.6;-16.29;34.21;-18.88
2019-07-01T14:50:01+02:00;-13.18;-23.63;NaN;;-36.81
2019-07-01T14:50:02+02:00;NaN;;-18.34;35.15;16.81
2019-07-01T15:00:03+02:00;-13.16;-23.62;-16.41;34.5;-18.69
2019-07-01T15:10:03+02:00;-12.62;-17.8;-18.15;35.2;-13.37
2019-07-01T15:20:01+02:00;-9.39;-16.68;-16.26;33.74;-8.59
2019-07-01T15:30:01+02:00;-12.09;-22.83;-14.14;34.08;-14.98
2019-07-01T15:40:01+02:00;-12.98;-23.54;NaN;;-36.52
2019-07-01T15:40:02+02:00;NaN;;-12.49;38.34;25.85
2019-07-01T15:50:01+02:00;-13.12;-23.6;NaN;;-36.72
2019-07-01T15:50:02+02:00;NaN;;-18.27;37.61;19.34
2019-07-01T16:00:01+02:00;-13.17;-23.67;-16.42;35.4;-17.86
2019-07-01T16:10:01+02:00;-13.14;-23.57;NaN;;-36.71
2019-07-01T16:10:02+02:00;NaN;;-18.31;36.21;17.9
2019-07-01T16:20:01+02:00;NaN;;-16.49;35.35;18.86
2019-07-01T16:20:02+02:00;-13.23;-23.65;NaN;;-36.88
2019-07-01T16:30:01+02:00;-13.24;-23.67;NaN;;-36.91
2019-07-01T16:30:02+02:00;NaN;;-18.11;36.15;18.04
2019-07-01T16:40:01+02:00;-13.25;-23.69;-16.84;35.6;-18.18
2019-07-01T16:50:01+02:00;-13.23;-23.65;-17.68;35.02;-19.54
2019-07-01T17:00:02+02:00;-13.21;-23.65;NaN;;-36.86
2019-07-01T17:00:03+02:00;NaN;;-17.23;35.82;18.59
2019-07-01T17:10:02+02:00;-13.22;-23.65;-17.2;34.76;-19.31
2019-07-01T17:20:01+02:00;-13.23;-23.66;-17.53;35.97;-18.45
2019-07-01T17:30:02+02:00;-13.24;-23.65;-16.9;34.14;-19.65
2019-07-01T17:40:03+02:00;-13.22;-23.61;-17.89;35.95;-18.77
2019-07-01T17:50:01+02:00;NaN;;-16.67;33.84;17.17
2019-07-01T17:50:02+02:00;-13.2;-23.57;NaN;;-36.77
2019-07-01T18:00:02+02:00;-13.21;-23.61;-18.16;36.36;-18.62
2019-07-01T18:10:03+02:00;-13.2;-23.6;-16.37;33.88;-19.29
2019-07-01T18:20:01+02:00;-13.21;-23.61;-18.19;35.28;-19.73
2019-07-01T18:30:01+02:00;-13.23;-23.65;-14.44;32.87;-18.45
2019-07-01T18:40:01+02:00;-13.26;-23.69;-11.55;38.28;-10.22
2019-07-01T18:50:02+02:00;-13.28;-23.72;-17.56;38;-16.56
2019-07-01T19:00:03+02:00;-13.3;-23.76;-16.94;35.35;-18.65
2019-07-01T19:10:03+02:00;-13.31;-23.83;-17.9;36.69;-18.35
2019-07-01T19:20:01+02:00;-12.66;-18.63;-16.45;34.89;-12.85
2019-07-01T19:30:01+02:00;-9.57;-16.06;NaN;;-25.63
2019-07-01T19:30:02+02:00;NaN;;-18.34;36.45;18.11
2019-07-01T19:40:05+02:00;-12.27;-23.05;-16.31;34.68;-16.95
2019-07-01T19:50:01+02:00;-13.31;-23.8;-18.33;35.84;-19.6
2019-07-01T20:00:04+02:00;-13.51;-24.09;-16.53;35.21;-18.92
2019-07-01T20:10:01+02:00;NaN;;-18.2;35.34;17.14
2019-07-01T20:10:02+02:00;-13.65;-24.23;NaN;;-37.88
2019-07-01T20:20:01+02:00;NaN;;-16.72;34.86;18.14
2019-07-01T20:20:02+02:00;-13.6;-24.16;NaN;;-37.76
2019-07-01T20:30:01+02:00;-13.61;-24.2;-18.01;34.79;-21.03
2019-07-01T20:40:03+02:00;-13.64;-24.24;-16.97;35.51;-19.34
2019-07-01T20:50:01+02:00;-13.62;-24.2;NaN;;-37.82
2019-07-01T20:50:02+02:00;NaN;;-17.74;34.74;17
2019-07-01T21:00:03+02:00;-13.61;-24.15;-17.11;34.87;-20
2019-07-01T21:10:01+02:00;-13.64;-24.13;-17.63;33.65;-21.75
2019-07-01T21:20:02+02:00;-13.66;-24.15;-17.12;34.02;-20.91
2019-07-01T21:30:01+02:00;-13.66;-24.17;NaN;;-37.83
2019-07-01T21:30:02+02:00;NaN;;-14.65;32.45;17.8
2019-07-01T21:40:04+02:00;-13.68;-24.14;-11.64;37.37;-12.09
2019-07-01T21:50:01+02:00;-13.71;-24.19;-17.63;37.5;-18.03
2019-07-01T22:00:02+02:00;-13.71;-24.21;NaN;;-37.92
2019-07-01T22:00:03+02:00;NaN;;-16.95;34.55;17.6
2019-07-01T22:10:05+02:00;-13.76;-24.27;-17.93;36.84;-19.12
2019-07-01T22:20:01+02:00;-13.79;-24.33;-16.35;34.24;-20.23
2019-07-01T22:30:01+02:00;NaN;;-18.33;35.6;17.27
2019-07-01T22:30:02+02:00;-13.82;-24.32;NaN;;-38.14
2019-07-01T22:40:01+02:00;-13.77;-24.36;-16.24;33.61;-20.76
2019-07-01T22:50:02+02:00;-13.79;-24.45;-18.48;35.23;-21.49
2019-07-01T23:00:01+02:00;-13.86;-24.44;NaN;;-38.3
2019-07-01T23:00:03+02:00;NaN;;-16.35;33.9;17.55
2019-07-01T23:10:01+02:00;NaN;;-18.33;34.65;16.32
2019-07-01T23:10:02+02:00;-13.84;-24.41;NaN;;-38.25
2019-07-01T23:20:01+02:00;-13.82;-24.42;-16.7;33.9;-21.04
2019-07-01T23:30:01+02:00;-13.31;-19.98;-18.06;34.14;-17.21
2019-07-01T23:40:07+02:00;-10.3;-16.37;-16.95;34.09;-9.53
2019-07-01T23:50:02+02:00;-12.72;-23.56;-17.71;32.85;-21.14
2019-07-02T00:00:01+02:00;-13.81;-24.62;NaN;;-38.43
2019-07-02T00:00:03+02:00;NaN;;-17.04;33.54;16.5
2019-07-02T00:10:02+02:00;-13.94;-24.74;NaN;;-38.68
2019-07-02T00:10:04+02:00;NaN;;-17.43;32.62;15.19
2019-07-02T00:20:01+02:00;-13.96;-24.71;NaN;;-38.67
2019-07-02T00:20:02+02:00;NaN;;-17.07;32.66;15.59
2019-07-02T00:30:01+02:00;-13.95;-24.63;-14.58;31.22;-21.94
2019-07-02T00:40:02+02:00;-14.02;-24.67;-11.49;36.42;-13.76
2019-07-02T00:50:03+02:00;-14.04;-24.71;-17.69;36.75;-19.69
2019-07-02T01:00:02+02:00;-13.98;-24.59;NaN;;-38.57
2019-07-02T01:00:03+02:00;NaN;;-16.82;34.45;17.63
2019-07-02T01:10:02+02:00;-14.02;-24.63;-18.06;35.32;-21.39
2019-07-02T01:20:01+02:00;NaN;;-16.32;32.62;16.3
2019-07-02T01:20:02+02:00;-14.01;-24.69;NaN;;-38.7
2019-07-02T01:30:01+02:00;NaN;;-18.47;33.46;14.99
2019-07-02T01:30:02+02:00;-14.01;-24.64;NaN;;-38.65
2019-07-02T01:40:01+02:00;-14.02;-24.63;-16.3;32.42;-22.53
2019-07-02T01:50:01+02:00;NaN;;-18.47;33.42;14.95
2019-07-02T01:50:02+02:00;-14;-24.61;NaN;;-38.61
2019-07-02T02:00:03+02:00;NaN;;-16.33;32.05;15.72
2019-07-02T02:00:04+02:00;-13.95;-24.57;NaN;;-38.52
2019-07-02T02:10:03+02:00;-13.97;-24.58;-18.34;32.5;-24.39
2019-07-02T02:20:01+02:00;-14.06;-24.63;-16.61;31.77;-23.53
2019-07-02T02:30:02+02:00;-14.05;-24.63;-18.13;32.35;-24.46
2019-07-02T02:40:01+02:00;-14.07;-24.65;-16.7;32.03;-23.39
2019-07-02T02:50:01+02:00;NaN;;-18;31.61;13.61
2019-07-02T02:50:02+02:00;-14.1;-24.7;NaN;;-38.8
2019-07-02T03:00:01+02:00;-14.08;-24.68;-16.74;31.81;-23.69
2019-07-02T03:10:02+02:00;-14.09;-24.64;-17.93;32.2;-24.46
2019-07-02T03:20:01+02:00;-14.06;-24.68;-16.43;30.99;-24.18
2019-07-02T03:30:01+02:00;-14.1;-24.66;-13.94;31.58;-21.12
2019-07-02T03:40:01+02:00;-13.76;-21.4;-13.37;34.65;-13.88
2019-07-02T03:50:03+02:00;-10.69;-16.19;-18.09;33.03;-11.94
2019-07-02T04:00:03+02:00;-12.74;-23.55;-17.27;32.8;-20.76
2019-07-02T04:10:01+02:00;-13.81;-24.63;-17.4;32;-23.84
2019-07-02T04:20:02+02:00;-14.05;-24.88;-17.6;32.64;-23.89
2019-07-02T04:30:04+02:00;-14.13;-24.91;NaN;;-39.04
2019-07-02T04:30:05+02:00;NaN;;-16.95;30.55;13.6
2019-07-02T04:40:01+02:00;-14.18;-24.94;NaN;;-39.12
2019-07-02T04:40:02+02:00;NaN;;-17.81;33.09;15.28
2019-07-02T04:50:01+02:00;-14.19;-24.9;-16.67;30.63;-25.13
2019-07-02T05:00:01+02:00;NaN;;-18.09;32.91;14.82
2019-07-02T05:00:03+02:00;-14.17;-24.85;NaN;;-39.02
2019-07-02T05:10:02+02:00;-14.17;-24.84;-16.59;30.36;-25.24
2019-07-02T05:20:01+02:00;-14.12;-24.77;-18.26;32.85;-24.3
2019-07-02T05:30:01+02:00;-14.07;-24.73;-16.38;30.34;-24.84
2019-07-02T05:40:01+02:00;-14.13;-24.76;-18.34;32.63;-24.6
2019-07-02T05:50:02+02:00;-14.12;-24.75;-16.31;30.22;-24.96
2019-07-02T06:00:02+02:00;-14.1;-24.76;-18.4;32.38;-24.88
2019-07-02T06:10:03+02:00;-14.08;-24.78;-16.3;29.86;-25.3
2019-07-02T06:20:01+02:00;-14.07;-24.73;-18.49;32.15;-25.14
2019-07-02T06:30:02+02:00;-14.11;-24.75;-16.22;29.75;-25.33
2019-07-02T06:40:01+02:00;-14.1;-24.77;NaN;;-38.87
2019-07-02T06:40:02+02:00;NaN;;-18.48;32.45;13.97
2019-07-02T06:50:01+02:00;-14.1;-24.71;NaN;;-38.81
2019-07-02T06:50:02+02:00;NaN;;-15.74;28.4;12.66
2019-07-02T07:00:01+02:00;-14.08;-24.72;-11.72;34.22;-16.3
2019-07-02T07:10:02+02:00;-14.04;-24.66;-17.39;34.53;-21.56
2019-07-02T07:20:01+02:00;-14.01;-24.61;-17.16;31.74;-24.04
2019-07-02T07:30:01+02:00;-13.96;-24.57;-17.75;34.21;-22.07
2019-07-02T07:40:01+02:00;-13.9;-24.5;-16.61;32;-23.01
2019-07-02T07:50:02+02:00;-13.41;-21.21;-18.02;33.84;-18.8
2019-07-02T08:00:02+02:00;-10.77;-14.71;-16.38;31.38;-10.48
2019-07-02T08:10:01+02:00;NaN;;-18.23;33.87;15.64
2019-07-02T08:10:02+02:00;-11.83;-22.86;NaN;;-34.69
2019-07-02T08:20:02+02:00;-13.49;-24.11;-16.35;31.52;-22.43
2019-07-02T08:30:01+02:00;-13.74;-24.34;NaN;;-38.08
2019-07-02T08:30:02+02:00;NaN;;-18.28;34.01;15.73
2019-07-02T08:40:02+02:00;-13.72;-24.3;-16.2;31.81;-22.41
2019-07-02T08:50:01+02:00;-13.69;-24.37;-18.42;34.35;-22.13
2019-07-02T09:00:01+02:00;-13.67;-24.22;NaN;;-37.89
2019-07-02T09:00:02+02:00;NaN;;-16.18;31.62;15.44
2019-07-02T09:10:01+02:00;-13.63;-24.2;NaN;;-37.83
2019-07-02T09:10:02+02:00;NaN;;-18.2;31.79;13.59
2019-07-02T09:20:01+02:00;-13.62;-24.14;-16.17;29.57;-24.36
2019-07-02T09:30:01+02:00;-13.63;-24.2;-18.55;31.4;-24.98
2019-07-02T09:40:02+02:00;-13.61;-24.13;-16.18;29.51;-24.41
2019-07-02T09:50:02+02:00;-13.57;-24.08;-17.35;28.37;-26.63
2019-07-02T10:00:01+02:00;NaN;;-12.42;31.9;19.48
2019-07-02T10:00:03+02:00;-13.55;-24.02;NaN;;-37.57
2019-07-02T10:10:02+02:00;-13.55;-23.98;-14.06;33.81;-17.78
2019-07-02T10:20:01+02:00;-13.47;-23.96;NaN;;-37.43
2019-07-02T10:20:02+02:00;NaN;;-18.31;32.16;13.85
2019-07-02T10:30:01+02:00;NaN;;-16.52;31.25;14.73
2019-07-02T10:30:02+02:00;-13.5;-24.01;NaN;;-37.51
2019-07-02T10:40:01+02:00;-13.54;-24;-18.13;31.16;-24.51
2019-07-02T10:50:02+02:00;-13.5;-23.98;-16.83;31.23;-23.08
2019-07-02T11:00:01+02:00;-11.51;-22.91;NaN;;-34.42
2019-07-02T11:00:02+02:00;NaN;;-17.33;31.58;14.25
2019-07-02T11:10:01+02:00;-12.6;-23.37;-18.12;31.73;-22.36
2019-07-02T11:20:01+02:00;-13.14;-23.86;-16.69;31.3;-22.39
2019-07-02T11:30:01+02:00;-13.29;-23.91;-17.85;30.98;-24.07
2019-07-02T11:40:04+02:00;-13.32;-23.96;-17.36;31.53;-23.11
2019-07-02T11:50:01+02:00;-13.3;-23.92;-17.11;30.1;-24.23
2019-07-02T12:00:02+02:00;NaN;;-17.99;32.26;14.27
2019-07-02T12:00:03+02:00;-12.99;-21.45;NaN;;-34.44
2019-07-02T12:10:02+02:00;-10.71;-13.99;-16.53;30.24;-10.99
2019-07-02T12:20:01+02:00;-10.85;-21.95;-18.21;32.03;-18.98
2019-07-02T12:30:02+02:00;-12.9;-23.63;-16.13;29.89;-22.77
2019-07-02T12:40:01+02:00;NaN;;-17.02;32.98;15.96
2019-07-02T12:40:02+02:00;-13.11;-23.71;NaN;;-36.82
2019-07-02T12:47:46+02:00;NaN;;-2.44;NaN;-2.44
2019-07-02T12:50:02+02:00;-13.12;-23.84;-10.57;29.16;-18.37
2019-07-02T13:00:01+02:00;NaN;;-2.53;33.9;31.37
2019-07-02T13:00:03+02:00;-12.63;-23.6;NaN;;-36.23
2019-07-02T13:10:03+02:00;-13.01;-23.6;-13.96;36.08;-14.49
2019-07-02T13:20:02+02:00;-13.08;-23.66;-17.94;35.68;-19
2019-07-02T13:30:01+02:00;-13.12;-23.71;NaN;;-36.83
2019-07-02T13:30:02+02:00;NaN;;-16.84;34.85;18.01
2019-07-02T13:40:01+02:00;-13.12;-23.61;NaN;;-36.73
2019-07-02T13:40:02+02:00;NaN;;-17.21;34.38;17.17
2019-07-02T13:50:02+02:00;-13.09;-23.6;-17.89;35.37;-19.21
2019-07-02T14:00:03+02:00;-13.07;-23.63;-16.95;34.83;-18.82
2019-07-02T14:10:01+02:00;-13.09;-23.6;NaN;;-36.69
2019-07-02T14:10:02+02:00;NaN;;-17.29;34.41;17.12
2019-07-02T14:20:01+02:00;-13.08;-23.62;-17.88;35.52;-19.06
2019-07-02T14:30:01+02:00;-12.58;-23.69;-16.89;33.06;-20.1
2019-07-02T14:40:02+02:00;-11.78;-23.11;-16.29;32.35;-18.83
2019-07-02T14:50:01+02:00;-12.59;-23.21;-17.68;31.09;-22.39
2019-07-02T15:00:03+02:00;-12.85;-23.44;-16.89;30.53;-22.65
2019-07-02T15:10:01+02:00;-13.06;-23.65;-16.86;29.44;-24.13
2019-07-02T15:20:01+02:00;-13.17;-23.78;-18.11;30.4;-24.66
2019-07-02T15:30:01+02:00;-13.25;-23.85;NaN;;-37.1
2019-07-02T15:30:02+02:00;NaN;;-17.94;30.05;12.11
2019-07-02T15:40:01+02:00;NaN;;-17.66;30.07;12.41
2019-07-02T15:40:02+02:00;-13.29;-23.89;NaN;;-37.18
2019-07-02T15:50:01+02:00;-13.39;-23.96;-15.48;26.73;-26.1
2019-07-02T16:00:03+02:00;-13.51;-24.18;-11.61;31.76;-17.54
2019-07-02T16:10:01+02:00;-13.3;-22.6;-17.02;31.11;-21.81
2019-07-02T16:20:01+02:00;-11.19;-14.47;NaN;;-25.66
2019-07-02T16:20:02+02:00;NaN;;-17.14;29.04;11.9
2019-07-02T16:30:01+02:00;-11.03;-22.15;-17.43;30.86;-19.75
2019-07-02T16:40:01+02:00;NaN;;-16.56;29.29;12.73
2019-07-02T16:40:02+02:00;-13.17;-23.83;NaN;;-37
2019-07-02T16:50:01+02:00;-13.42;-24.03;-17.9;31.3;-24.05
2019-07-02T16:57:34+02:00;NaN;;-4.44;NaN;-4.44
2019-07-02T17:00:01+02:00;-13.44;-24.07;-10.74;32.86;-15.39
2019-07-02T17:10:02+02:00;-12.65;-23.78;-1.02;35.04;-2.41
2019-07-02T17:12:35+02:00;NaN;;-4.56;NaN;-4.56
2019-07-02T17:20:02+02:00;-11.31;-23.19;NaN;;-34.5
2019-07-02T17:20:03+02:00;NaN;;-3.43;35.7;32.27
2019-07-02T17:30:01+02:00;-12.64;-23.51;-10.12;36.25;-10.02
2019-07-02T17:40:01+02:00;-13.08;-23.87;-11.13;36.18;-11.9
2019-07-02T17:50:01+02:00;-13.09;-23.79;-10.62;36.61;-10.89
2019-07-02T18:00:02+02:00;-11.35;-23.34;-13.43;36.59;-11.53
2019-07-02T18:06:08+02:00;NaN;;-4.81;NaN;-4.81
2019-07-02T18:10:01+02:00;-9.48;-22.14;-11.32;36.9;-6.04
2019-07-02T18:20:01+02:00;-11.8;-22.89;-12.48;37.11;-10.06
2019-07-02T18:30:01+02:00;-12.74;-23.51;-14.35;37.03;-13.57
2019-07-02T18:40:01+02:00;-13.06;-23.75;-15.26;37.02;-15.05
2019-07-02T18:50:01+02:00;NaN;;-13.17;31.97;18.8
2019-07-02T18:50:02+02:00;-13.2;-23.96;NaN;;-37.16
2019-07-02T19:00:02+02:00;NaN;;-8.58;37.22;28.64
2019-07-02T19:00:03+02:00;-13.48;-24.13;NaN;;-37.61
2019-07-02T19:10:01+02:00;-13.54;-24.29;-14.25;36.96;-15.12
2019-07-02T19:20:01+02:00;NaN;;-17.94;36.36;18.42
2019-07-02T19:20:02+02:00;-13.69;-24.46;NaN;;-38.15
2019-07-02T19:30:01+02:00;-13.73;-24.55;NaN;;-38.28
2019-07-02T19:30:02+02:00;NaN;;-16.83;34.87;18.04
2019-07-02T19:40:01+02:00;NaN;;-17.88;34.92;17.04
2019-07-02T19:40:02+02:00;-13.79;-24.62;NaN;;-38.41
2019-07-02T19:50:01+02:00;-13.77;-24.69;-17.44;34.65;-21.25
2019-07-02T20:00:01+02:00;-13.76;-24.71;-16.9;34.35;-21.02
2019-07-02T20:10:02+02:00;-13.73;-24.69;-17.59;34.53;-21.48
2019-07-02T20:20:01+02:00;NaN;;-16.81;34.71;17.9
2019-07-02T20:20:02+02:00;-13.86;-24.82;NaN;;-38.68
2019-07-02T20:30:01+02:00;-14.12;-25.01;-17.11;33.35;-22.89
2019-07-02T20:40:01+02:00;-14.19;-25.18;-17.99;32.54;-24.82
2019-07-02T20:50:01+02:00;NaN;;-17.53;32.34;14.81
2019-07-02T20:50:02+02:00;-14.22;-25.19;NaN;;-39.41
2019-07-02T21:00:02+02:00;NaN;;-16.98;31.26;14.28
2019-07-02T21:00:03+02:00;-14.18;-25.18;NaN;;-39.36
2019-07-02T21:10:04+02:00;-14.13;-25.1;-17.59;31.31;-25.51
2019-07-02T21:20:01+02:00;-14.06;-24.93;-17.91;32.26;-24.64
2019-07-02T21:30:03+02:00;-13.99;-24.96;-17.08;31.75;-24.28
2019-07-02T21:40:02+02:00;-13.97;-24.96;-17.13;31.32;-24.74
2019-07-02T21:50:02+02:00;-13.98;-24.97;NaN;;-38.95
2019-07-02T21:50:03+02:00;NaN;;-18.04;31.97;13.93
2019-07-02T22:00:01+02:00;-13.98;-25.01;NaN;;-38.99
2019-07-02T22:00:03+02:00;NaN;;-17.21;31.65;14.44
2019-07-02T22:10:02+02:00;NaN;;-16.97;30.97;14
2019-07-02T22:10:03+02:00;-13.99;-24.97;NaN;;-38.96
2019-07-02T22:20:01+02:00;-13.94;-24.88;NaN;;-38.82
2019-07-02T22:20:02+02:00;NaN;;-18.05;32.31;14.26
2019-07-02T22:30:01+02:00;-13.92;-24.85;-17.18;31.98;-23.97
2019-07-02T22:40:02+02:00;-13.92;-24.85;-16.96;30.9;-24.83
2019-07-02T22:50:01+02:00;-13.94;-24.83;-18.03;32.34;-24.46
2019-07-02T23:00:01+02:00;-13.89;-24.8;NaN;;-38.69
2019-07-02T23:00:03+02:00;NaN;;-17.09;32.05;14.96
2019-07-02T23:10:01+02:00;-13.9;-24.82;-17.13;31.36;-24.49
2019-07-02T23:20:03+02:00;-13.9;-24.82;-14.57;29.71;-23.58
2019-07-02T23:30:01+02:00;-13.85;-24.8;-10.72;34.83;-14.54
2019-07-02T23:40:01+02:00;-13.85;-24.79;-16.89;35.73;-19.8
2019-07-02T23:50:01+02:00;-13.83;-24.74;-17.03;33.18;-22.42
2019-07-03T00:00:01+02:00;NaN;;-17.98;33.32;15.34
2019-07-03T00:00:03+02:00;-13.89;-24.81;NaN;;-38.7
2019-07-03T00:10:01+02:00;-13.95;-24.88;NaN;;-38.83
2019-07-03T00:10:02+02:00;NaN;;-17.32;33;15.68
2019-07-03T00:20:01+02:00;NaN;;-16.79;32.81;16.02
2019-07-03T00:20:02+02:00;-13.18;-20.51;NaN;;-33.69
2019-07-03T00:30:02+02:00;-10.57;-14.88;-18.03;33.14;-10.34
2019-07-03T00:40:02+02:00;-12.09;-23.25;NaN;;-35.34
2019-07-03T00:40:03+02:00;NaN;;-17.4;32.86;15.46
2019-07-03T00:50:02+02:00;-13.52;-24.42;-16.76;31.87;-22.83
2019-07-03T01:00:01+02:00;-13.77;-24.64;-18.07;33.4;-23.08
2019-07-03T01:10:03+02:00;-13.85;-24.7;-17.25;32.77;-23.03
2019-07-03T01:20:02+02:00;-13.89;-24.71;-16.8;31.81;-23.59
2019-07-03T01:30:02+02:00;-13.89;-24.77;-18.07;33.45;-23.28
2019-07-03T01:40:01+02:00;NaN;;-17;32.52;15.52
